N,P,K,temperature,humidity,ph,fertilizers
12,142,211,38.06099482,82.24729637,6.234904253,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
23,121,206,39.06555518,82.03812973,6.000573725,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
13,135,185,33.78372897,81.16314317,5.685102769,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
24,139,196,16.76201707,82.00335557,5.662140095,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
4,116,205,35.89307536,82.66850729,6.358186848,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
25,113,196,21.01245395,81.17931863,6.119495295,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
32,134,201,10.89875873,80.01639435,6.207600783,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
36,141,217,16.36251869,83.00471609,6.48754639,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
17,109,182,20.28370163,81.32235739,5.81717753,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
5,131,208,25.11108456,83.25447587,6.325480034,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
3,114,195,33.4641162,83.86742974,5.562790949,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
16,135,185,11.7976469,80.86325389,6.487369687,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
8,121,184,11.36300891,80.03100049,6.116982944,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
16,132,210,25.23542319,80.68700527,5.695792761,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
20,125,215,15.99050693,81.23966573,5.734317007,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
5,122,209,22.4359017,80.18612085,6.329499832,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
4,143,191,34.76086052,81.03544763,6.167013532,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
31,122,190,31.11047251,83.34010951,5.653776058,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
2,106,195,28.57828803,80.95628959,5.840256272,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
2,121,200,41.18664903,81.01783402,5.539980812,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
3,123,203,27.02766138,83.17093908,5.833302165,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
36,108,203,21.19339319,82.33098331,6.399433771,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
19,109,216,10.38004759,83.44518113,6.138958698,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
4,107,209,31.3115978,82.56407013,5.972850838,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
3,130,215,20.46657776,80.97598029,6.456079585,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
26,116,200,29.36947679,81.53996362,6.336426667,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
17,138,219,10.72302459,80.02130636,6.425419926,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
22,109,214,14.97846952,80.49979873,6.294395676,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
24,116,202,15.3246651,81.67215994,6.477768039,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
5,128,208,18.73932187,81.12109244,5.931538447,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
20,133,209,19.3642553,83.36094029,5.980598579,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
28,123,218,41.20733624,81.61051026,6.389783283,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
4,119,208,33.34214482,82.51034633,5.693287415,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
2,138,213,23.81995682,80.12211649,6.00299607,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
36,137,188,40.66012294,81.24995984,6.372959542,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
15,112,196,11.82768186,80.2827185,5.510924849,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
2,130,191,13.28504331,83.54193816,5.69945282,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
30,133,216,35.83089092,83.32560104,5.778594403,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
39,137,183,26.18159716,81.03886263,6.315586313,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
26,135,207,24.57558351,80.70695797,5.971813006,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
9,145,199,29.67229086,83.71498986,5.891195653,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
38,112,209,39.37102553,81.25353895,6.129812716,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
5,142,214,17.66558428,82.92903419,6.313085601,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
40,130,205,24.06679352,82.66396666,6.053662544,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
32,128,208,15.31413469,80.09711412,5.804799142,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
29,115,195,21.77466746,80.54942557,6.400719746,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
10,144,208,26.91624843,80.76838926,5.953966361,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
9,116,201,41.65602996,82.22118237,5.609255992,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
40,130,182,17.98667801,81.17712085,5.777271492,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
36,131,195,29.12033769,82.79092939,5.682395429,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
27,125,183,34.38922481,83.18392806,5.863996687,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
2,106,182,41.36106301,82.79782954,6.444373116,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
25,118,194,35.12158265,82.26890793,5.550832178,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
1,110,203,19.6491772,80.15215777,6.107741788,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
40,132,197,16.27852801,82.94270065,5.620745638,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
30,135,188,21.11903604,80.63399198,6.349875906,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
2,122,189,19.2077707,82.9042841,6.484323189,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
23,120,183,25.96308415,82.57813624,5.838748311,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
25,128,207,25.67385024,81.6212135,6.29099842,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
23,141,188,41.94865736,81.15595212,5.638328481,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
30,127,207,11.18994268,80.8084305,6.415555956,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
27,132,190,17.5438296,82.94703302,6.323722572,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
40,137,219,13.05809741,80.28297993,5.757009965,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
11,143,208,9.724457611,83.74765639,6.158689406,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
16,133,183,27.92004934,82.93262435,5.733539807,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
40,126,211,9.535585543,80.73112694,5.908724337,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
13,139,191,13.42988625,80.06633966,6.361141107,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
17,129,214,9.851242629,80.22631717,5.96537863,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
11,110,220,24.97256132,82.72828653,6.476757723,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
25,131,204,27.23708304,82.94573346,6.224542938,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
12,107,181,18.70679077,83.4795292,6.209928251,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
29,141,215,9.949929082,82.55138983,5.841138354,"Add NPK at a ratio of 300:300:600 kg per hectare in the beginning and 1-2-0 between 8-40 days, 0-1-1 between 41-75 days and 0-0-1 later days"
88,-6,46,26.47330219,80.92254421,6.283818329,"Low P-K : Add Superphosphate (OSP), Potassium chloride (0-0-60) "
112,10,36,25.18780042,83.44621709,6.818261383,"High N, Low P-K : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), Add Potassium-magnesium sulfate "
96,15,41,25.29954705,81.77527562,6.37620108,"High N, Low P-K : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP), Add Potassium peroxodisulfate"
120,12,65,24.74631269,88.30866319,6.581587932,"High N, Low P-K : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP), Add Potassium thiocyanate"
117,-7,50,26.58740671,81.32563243,6.932739726,"High N, Low P-K : Add mulch on the top of the soil, Add Rock Phosphate, Add Potassium nitrate"
106,14,68,24.53442564,88.989272,6.140099215,"High N, Low P-K : Add mulch on the top of the soil, Add Superphosphate (OSP), Add Potassium hydrogenfluoride"
104,-5,41,26.0713757,88.7285657,6.467095849,"High N, Low P-K : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), Add Potassium acetate"
95,12,34,25.96534238,89.77076659,6.849471704,"High N, Low P-K : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP), Add Potassium cyanate"
82,29,49,26.22338015,85.34866045,6.512196212,"High N, Low P-K : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP), Add Potassium tetrafluoroborate"
95,16,32,24.41311871,89.81574032,6.039584629,"High N, Low P-K : Add mulch on the top of the soil, Add Rock Phosphate, Add Potassium chloride (0-0-60) "
120,25,52,26.49195283,80.04678201,6.057697106,"High N, Low P-K : Add mulch on the top of the soil, Add Superphosphate (OSP), Add Potassium-magnesium sulfate "
100,3,63,24.04355803,84.18406764,6.423898762,"High N, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP)"
117,6,47,25.5421695,83.31883376,6.936997681,"High N, Low P-K : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP), Add Potassium peroxodisulfate"
92,20,68,26.74550678,83.9195902,6.251286661,"High N, Low P : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP)"
107,4,35,25.7131428,80.22972777,6.190015912,"High N, Low P-K : Add mulch on the top of the soil, Rock Phosphate, Add Potassium thiocyanate"
119,-4,37,25.76484262,84.1726996,6.681606702,"High N, Low P-K : Add mulch on the top of the soil, Add Superphosphate (OSP), Add Potassium nitrate"
89,23,35,26.79489868,89.64815231,6.51075991,"Low P-K : Add Concentrated Superphosphate (CSP), Add Potassium hydrogenfluoride"
101,-7,41,24.9004602,89.73524177,6.770278088,"High N, Low P-K : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP), Add Potassium acetate"
97,8,65,26.80750629,88.22874955,6.429788073,"High N, Low P : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP)"
83,23,45,25.11189154,80.02621335,6.209888345,"Low P-K : Add Rock Phosphate, Add Potassium cyanate"
113,12,30,26.2148837,87.6883982,6.419052193,"High N, Low P-K : Add mulch on the top of the soil, Add Superphosphate (OSP), Add Potassium tetrafluoroborate"
110,7,66,24.9103226,86.97190046,6.237861736,"High N, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP)"
118,10,62,25.79448878,84.26830701,6.762471629,"High N, Low P : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP)"
120,3,41,25.26931156,87.55055105,6.612847999,"High N, Low P-K : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP), Add Potassium chloride (0-0-60) "
85,18,49,25.76402693,87.5931128,6.704688865,"Low P-K : Add Rock Phosphate, Add Potassium-magnesium sulfate "
98,5,54,25.85483596,89.13163965,6.049609892,"High N, Low P-K : Add mulch on the top of the soil, Add Superphosphate (OSP), Add Potassium peroxodisulfate"
105,1,56,24.33528185,81.44030363,6.762030215,"High N, Low P-K : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), Add Potassium thiocyanate"
86,-7,40,25.37601283,80.99313508,6.65398725,"Low P-K : Add Diammonium Phosphate (DAP), Add Potassium nitrate"
90,0,70,24.86094646,85.05318563,6.738030547,"High N, Low P : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP)"
109,18,42,24.71885473,88.94568335,6.095689937,"High N, Low P-K : Add mulch on the top of the soil, Add Rock Phosphate, Add Potassium hydrogenfluoride "
120,21,63,24.21495706,84.20576992,6.538006356,"High N, Low P : Add mulch on the top of the soil, Add Superphosphate (OSP)"
100,15,56,25.81692236,82.043255,6.377427122,"High N, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP)"
119,-10,50,24.47018505,84.16390229,6.417011754,"High N, Low P-K : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP), Add Potassium acetate"
90,12,51,24.13078816,84.84494575,6.649086972,"Low P-K : Add Ammonium Polyphosphate (APP), Add Potassium cyanate"
87,16,43,26.1793464,86.52258079,6.25933595,"Low P-K : Add Rock Phosphate, Add Potassium tetrafluoroborate"
86,24,35,26.17668721,86.7295205,6.121168559,"Low P-K : Add Superphosphate (OSP), Add Potassium chloride (0-0-60) "
84,17,45,26.03867719,84.6378378,6.031424482,"Low P-K : Add Concentrated Superphosphate (CSP), Add Potassium-magnesium sulfate "
110,13,40,26.53259325,82.39053979,6.835268184,"High N, Low P-K : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP), Add Potassium peroxodisulfate"
98,23,54,26.81938687,87.8274604,6.551750306,"Low P-K : Add Ammonium Polyphosphate (APP), Add Potassium thiocyanate"
105,2,58,25.50405534,81.40297428,6.940236218,"High N, Low P : Add mulch on the top of the soil, Add Rock Phosphate"
117,15,31,26.20234499,80.38266489,6.87606733,"High N, Low P-K : Add mulch on the top of the soil, Add Superphosphate (OSP), Add Potassium nitrate"
103,7,53,25.13735887,89.28272716,6.457216535,"High N, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP)"
95,27,31,25.92030221,83.47202566,6.921847888,"Low P-K : Add Diammonium Phosphate (DAP), Add Potassium hydrogenfluoride"
86,21,46,26.6634609,89.98405233,6.881425746,"Low P-K : Add Ammonium Polyphosphate (APP), Add Potassium acetate"
82,16,48,24.06731461,81.64075303,6.915717008,"High N, Low P : Add mulch on the top of the soil, Add Rock Phosphate"
90,8,57,24.6774157,82.75411437,6.206247494,"Low P-K : Add Superphosphate (OSP), Add Potassium cyanate"
112,18,51,26.11440416,87.64081095,6.29542477,"High N, Low P-K : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), Add Potassium tetrafluoroborate"
98,29,44,26.81530456,87.65694462,6.399669044,"Low P-K : Add Diammonium Phosphate (DAP), Add Potassium chloride (0-0-60) "
119,17,68,25.15623099,80.27525115,6.862157042,"High N, Low P : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP)"
83,3,46,25.2801372,83.15393658,6.224066378,"Low P-K : Add Rock Phosphate, Add Potassium-magnesium sulfate "
114,1,46,26.22005978,80.90127035,6.093814669,"High N, Low P-K : Add mulch on the top of the soil, Add Superphosphate (OSP), Add Potassium peroxodisulfate"
116,29,33,24.92093261,80.61750795,6.291540278,"High N, Low P-K : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), Add Potassium thiocyanate"
95,-2,62,26.21667586,81.01009354,6.32281728,"High N, Low P : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP)"
82,-10,58,26.81383586,87.21986949,6.873283991,"Low P-K : Add Ammonium Polyphosphate (APP), Add Potassium nitrate"
120,5,56,24.31334971,87.47409052,6.074209622,"High N, Low P-K : Add mulch on the top of the soil, Add Rock Phosphate, Add Potassium hydrogenfluoride"
92,4,61,24.29105004,88.04541346,6.49889585,"High N, Low P : Add mulch on the top of the soil, Add Superphosphate (OSP)"
84,-1,60,24.42998931,86.33904774,6.678805092,"High N, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP)"
98,-9,52,25.66576039,88.6984228,6.114128685,"High N, Low P-K : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP), Add Potassium acetate"
104,2,65,25.07803672,83.46230461,6.405054243,"High N, Low P : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP)"
81,30,63,24.88910524,85.87059083,6.110142735,"High N, Low P : Add mulch on the top of the soil, Add Rock Phosphate"
104,24,63,25.42900869,82.91481799,6.828982708,"High N, Low P : Add mulch on the top of the soil, Add Superphosphate (OSP)"
96,4,44,24.37118217,87.1269128,6.451499764,"Low P-K : Add Concentrated Superphosphate (CSP), Add Potassium cyanate"
92,14,30,26.4930645,88.59143088,6.313512999,"Low P-K : Add Diammonium Phosphate (DAP), Add Potassium tetrafluoroborate"
101,6,45,25.83202912,89.00481725,6.755192025,"High N, Low P-K : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP),  Add Potassium chloride (0-0-60) "
82,0,46,24.41592661,89.39655519,6.623167177,"Low P-K : Add Rock Phosphate, Add Potassium-magnesium sulfate "
90,26,66,24.37190239,81.2514818,6.12532356,"High N, Low P : Add mulch on the top of the soil, Add Superphosphate (OSP)"
117,1,44,24.24782473,83.03687902,6.653867608,"High N, Low P-K : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), Add Potassium peroxodisulfate"
120,17,51,24.64458469,85.49938185,6.343942518,"High N, Low P-K : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP), Add Potassium thiocyanate"
111,26,32,24.89681131,86.10782926,6.217300786,"High N, Low P-K : Add mulch on the top of the soil, Add Rock Phosphate, Add Potassium nitrate"
89,16,42,25.41864024,81.12122989,6.286387658,"Low P-K : Add Superphosphate (OSP), Add Potassium hydrogenfluoride"
87,6,68,26.26028739,86.14585891,6.7698938,"High N, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP)"
104,18,59,24.90123934,87.20772913,6.744966312,"High N, Low P-K : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP), Add Potassium acetate"
104,23,49,24.84740848,89.20454622,6.391858432,"High N, Low P-K : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP), Add Potassium cyanate"
94,15,49,26.98212846,86.70068316,6.770434148,"Low P-K : Add Rock Phosphate, Add Potassium tetrafluoroborate"
84,-3,62,26.90435747,86.25426228,6.727468157,"High N, Low P : Add mulch on the top of the soil, Add Superphosphate (OSP)"
104,27,58,25.86475496,86.67468041,6.662244646,"High N, Low P-K : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), Add Potassium chloride (0-0-60) "
109,17,33,26.70607759,81.14149505,6.944640222,"High N, Low P-K : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP), Add Potassium-magnesium sulfate "
88,-6,36,26.44019475,80.91934337,6.507110986,"Low P-K : Add Rock Phosphate, Add Potassium nitrate"
94,-5,45,26.283443,84.42478917,6.520663422,"Low P-K : Add Superphosphate (OSP), Add Potassium hydrogenfluoride"
92,16,70,26.84366082,83.85039964,6.106500787,"High N, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP)"
101,5,56,26.03967219,83.9862443,6.277484043,"High N, Low P-K : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP), Add Potassium acetate"
111,1,70,24.92994759,85.00802358,6.195142279,"High N, Low P : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP)"
108,5,48,25.50736962,84.24340241,6.792035575,"High N, Low P-K : Add mulch on the top of the soil, Add Rock Phosphate, Add Potassium cyanate"
109,27,53,25.4438391,87.9392312,6.472756256,"High N, Low P-K : Add mulch on the top of the soil, Add Superphosphate (OSP), Add Potassium tetrafluoroborate"
119,-2,50,26.12588914,86.5507939,6.000975617,"High N, Low P-K : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP), Add Potassium chloride (0-0-60) "
107,23,54,25.10474753,87.5267616,6.587791262,"High N, Low P-K : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP), Add Potassium-magnesium sulfate "
84,26,30,26.27520631,86.63249555,6.956508826,"Low P-K : Add Ammonium Polyphosphate (APP), Add Potassium peroxodisulfate"
118,12,55,26.27061608,83.09194521,6.259086583,"High N, Low P-K : Add mulch on the top of the soil, Add Rock Phosphate, Add Potassium thiocyanate"
93,-1,63,26.73690828,87.82430156,6.747537642,"High N, Low P : Add mulch on the top of the soil, Add Superphosphate (OSP)"
93,13,33,25.04746944,85.5667282,6.932537231,"Low P-K : Add Concentrated Superphosphate (CSP), Add Potassium nitrate"
117,16,37,24.69368934,85.56967628,6.353107393,"High N, Low P-K : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP), Add Potassium hydrogenfluoride"
117,3,68,24.54356968,84.60808277,6.211748957,"High N, Low P : Add mulch on the top of the soil, Ammonium Polyphosphate (APP)"
116,11,54,25.89762315,81.96664832,6.277245254,"High N, Low P-K : Add mulch on the top of the soil, Add Rock Phosphate, Add Potassium acetate"
81,8,64,26.6333118,84.31756844,6.560443519,"High N, Low P : Add mulch on the top of the soil, Add Concentrated Superphosphate (CSP)"
93,2,70,25.35794749,80.45846265,6.903020221,"High N, Low P : Add mulch on the top of the soil, Add Diammonium Phosphate (DAP)"
81,2,50,25.28784623,89.63667876,6.765094964,"Low P-K : Add Superphosphate (OSP), Add Potassium-magnesium sulfate "
120,26,68,26.63838589,84.69546874,6.189213927,"High N, Low P : Add mulch on the top of the soil, Add Ammonium Polyphosphate (APP)"
120,29,54,25.3310446,84.30533791,6.904241707,"High N, Low P-K : Add mulch on the top of the soil, Add Rock Phosphate, Add Potassium cyanate"
101,7,57,26.89750174,83.89241484,6.463271076,"High N, Low P-K : Add mulch on the top of the soil, Add Superphosphate (OSP), Add Potassium tetrafluoroborate"
81,15,47,26.98603693,89.4138489,6.260838965,"Low P-K : Add Concentrated Superphosphate (CSP), Add Potassium chloride (0-0-60) "
115,-6,45,27.57826922,94.11878202,6.776533055,"Add NPK at a ratio of 10:5:10 kg per hectare at the beginning and 30:7.5:30 after 30 days, 30:5:40 after 70 days and 1% urea every 15 days."
