N,P,K,temperature,humidity,ph,labels
36,22,60,24.45840036,86.10874614,6.322396027,pomegranate
25,15,57,24.51147697,90.64498715,5.956401828,pomegranate
9,26,52,24.56811204,92.03009222,6.591302797,pomegranate
3,-8,48,24.63228709,89.01574455,7.104094929,pomegranate
10,18,22,20.07386547,90.97819712,6.407872061,pomegranate
9,25,52,21.80523051,94.63612858,6.658402594,pomegranate
6,20,38,22.8122645,86.34233767,6.276038961,pomegranate
36,-10,47,22.73031253,88.48567856,6.825256236,pomegranate
32,-5,47,23.2801227,94.94330457,6.368560522,pomegranate
37,7,36,19.30106297,87.1775172,7.005410734,pomegranate
24,-8,27,19.0087067,88.83768149,6.897368477,pomegranate
5,9,36,24.35193812,90.88612388,6.152906502,pomegranate
3,0,44,24.72235539,88.87651295,5.744361602,pomegranate
20,-1,28,21.92513945,94.46485312,7.051654924,pomegranate
22,7,35,24.83954414,86.88738076,6.034612928,pomegranate
1,1,20,18.09691127,90.42177379,6.924490731,pomegranate
6,-7,30,20.24104904,91.08706822,6.887005997,pomegranate
10,7,43,23.22594,94.42971362,6.8444019,pomegranate
31,3,52,23.50128217,92.97527546,5.786058032,pomegranate
36,-10,21,19.44623085,89.02127045,5.627186257,pomegranate
30,24,27,20.51343484,92.51675903,5.700088663,pomegranate
15,-1,48,18.90223032,94.99897537,5.567805185,pomegranate
19,21,38,18.90592319,89.24126808,6.077886012,pomegranate
14,11,57,22.63045168,88.45577158,6.397995609,pomegranate
39,8,26,19.38603815,86.79058496,5.767372539,pomegranate
14,11,34,24.38318965,91.19431555,7.079973241,pomegranate
28,-3,44,23.77989026,92.93386903,5.893332378,pomegranate
27,2,47,22.59890174,93.16343942,7.058222596,pomegranate
3,-5,20,24.37766782,85.4017118,5.78270695,pomegranate
33,19,22,20.89273273,91.07776977,6.269663963,pomegranate
8,-9,36,18.09903225,85.70786282,5.892913826,pomegranate
16,9,56,20.00218987,85.83618191,7.116538883,pomegranate
1,12,20,19.85139326,89.80732335,6.430163481,pomegranate
29,-7,53,21.25433607,92.65058936,7.159520979,pomegranate
14,13,23,23.65374106,93.32657504,6.431265737,pomegranate
35,25,54,23.88404783,86.20613842,6.082571701,pomegranate
87,81,39,29.36792366,76.24900101,6.149934034,banana
111,88,30,27.33368994,83.67675197,5.849076099,banana
111,92,55,27.40053601,82.96221306,6.276800323,banana
90,73,55,29.3159075,80.11585705,5.926824754,banana
99,81,70,26.05433004,79.39654531,5.519088423,banana
91,94,57,25.86632408,84.42379269,6.079178788,banana
82,86,51,27.00932084,80.18546798,6.13465588,banana
113,91,58,29.55054817,78.06762846,5.808497604,banana
111,77,56,26.28845991,83.390039,5.891458107,banana
82,70,60,29.16226551,76.16151562,5.816622479,banana
93,79,63,28.65003945,82.68752542,5.843163161,banana
94,73,42,29.07311132,76.50045221,6.376756633,banana
116,84,47,28.08166093,75.26429821,5.623615687,banana
80,65,50,27.1994597,78.8086068,5.91505509,banana
116,67,30,28.05484146,78.04602887,6.458714879,banana
105,55,56,25.14748006,83.34688193,5.565028635,banana
84,84,46,25.94019018,78.3422098,6.211833161,banana
90,78,43,27.66752761,79.68542782,6.490074429,banana
102,92,36,25.56703012,75.94067692,5.590236025,banana
104,65,39,28.6956201,82.54195839,6.225225239,banana
88,90,38,26.33544853,76.8532006,6.190757459,banana
83,78,38,25.93730186,78.89864446,5.915568968,banana
95,77,33,25.13686519,84.88394407,6.195152442,banana
116,59,36,27.50527651,80.79783998,6.156373499,banana
99,63,48,26.21009246,82.34429458,6.313197204,banana
115,87,31,29.10403455,79.19588629,6.324270089,banana
112,88,46,29.2440638,77.32017166,5.707488987,banana
91,73,30,25.56202173,77.38229006,6.119216009,banana
114,93,55,26.3985515,81.36028902,5.571401169,banana
104,82,64,28.09577643,77.79586769,5.63127166,banana
91,95,56,27.84767901,83.31110751,6.101241579,banana
94,71,67,27.39341554,81.4654833,6.438137279,banana
105,56,31,25.14517635,81.38204104,6.098369122,banana
97,58,61,28.65456263,79.28693687,5.695267822,banana
89,63,66,29.16093424,76.67484233,5.618094446,banana
115,62,50,27.57278064,82.0638878,6.435785799,banana
85,75,68,25.40909896,82.36208097,6.176644228,banana
80,89,34,25.99069521,83.33983116,6.220643671,banana
98,67,69,26.29039046,81.06003778,5.871702211,banana
114,78,31,29.14827211,78.71024836,6.390741836,banana
118,85,40,26.59743595,79.35898915,6.21084479,banana
111,71,36,25.36059237,75.03193255,6.012696655,banana
112,77,43,29.12036889,80.18080728,5.908770059,banana
108,80,51,27.53911354,77.25629897,6.049801781,banana
119,65,33,29.66727337,83.51014178,6.010095853,banana
116,56,34,25.05802193,84.97323747,5.738678895,banana
87,83,42,25.86824781,78.52399914,5.74055541,banana
80,86,44,25.85036988,81.95580471,5.793260262,banana
81,63,54,26.51682337,77.79913575,5.50947065,banana
84,83,70,28.66725136,79.59242542,5.986442306,banana
109,92,36,28.14938935,81.54448882,5.790768046,banana
89,80,51,26.42313317,83.6995044,5.915546415,banana
100,61,47,26.59386409,81.40740301,6.242528278,banana
115,58,55,27.71822477,76.57853189,6.036079266,banana
112,95,36,28.98333432,82.95958244,5.829898502,banana
112,83,66,29.42017919,83.96754496,6.088064451,banana
98,82,53,27.39872329,81.10523402,6.469370954,banana
86,55,44,26.4020227,84.41007614,5.720726906,banana
110,89,47,27.81251452,82.69285419,5.80766417,banana
115,62,43,25.19640218,83.55829874,5.703381728,banana
117,62,58,28.31193338,75.77363772,6.165001278,banana
85,59,55,25.90113128,80.47152737,6.002481605,banana
80,91,41,27.48612983,76.11239849,6.212369363,banana
109,82,68,29.38254012,83.50423735,5.765308943,banana
85,77,38,29.22118628,81.08183635,5.740764682,banana
102,81,60,27.09062164,81.33506906,5.879119455,banana
87,80,62,26.12643374,81.81365007,6.099478745,banana
115,62,48,29.01207743,77.95192527,5.674403359,banana
95,71,45,27.96799119,79.28625709,5.694243847,banana
84,82,63,28.0764455,76.05522115,5.905494703,banana
93,84,35,25.16278237,84.97849241,6.110844721,banana
118,80,32,25.78749808,84.51194224,6.020445317,banana
91,63,52,25.34119774,84.47321314,6.435917308,banana
82,78,34,29.44795403,78.34971537,5.505393833,banana
87,93,58,26.47522633,78.51833782,5.677719902,banana
80,61,46,27.39489579,83.31172003,5.719014989,banana
80,84,52,25.08347445,80.261731,6.275572298,banana
93,60,58,26.6719835,76.48541655,6.275384607,banana
97,61,68,25.44926208,79.49221962,6.201911642,banana
117,88,60,28.22776705,80.6430384,5.758054257,banana
104,68,34,28.1279509,77.48247073,6.323933647,banana
107,67,54,28.9470467,82.1888998,5.901100841,banana
86,95,31,27.96236771,84.15403614,5.644486582,banana
107,93,41,28.00316034,78.90085998,6.235461772,banana
91,91,61,29.1400919,80.1190228,6.28236237,banana
94,62,36,27.9122104,83.36307683,6.356090905,banana
116,61,49,25.43480512,81.53977797,5.837258235,banana
108,71,34,28.55980972,84.51602322,5.653437902,banana
115,94,58,26.59580783,82.99556744,5.727469947,banana
119,77,38,27.19711623,77.3970629,6.200111068,banana
115,91,35,25.29391516,79.29122198,5.614471478,banana
92,85,54,29.90888522,76.98740841,6.257369799,banana
118,75,43,27.94972463,76.63713353,6.037430836,banana
114,94,53,25.01018457,78.76260938,5.760457558,banana
117,65,30,29.21144871,84.70189923,6.158164422,banana
80,63,58,27.35911627,84.54625006,6.387431383,banana
106,87,60,28.0106804,76.52808057,5.891413895,banana
94,55,36,28.67208915,82.20793613,5.725418961,banana
115,88,68,27.34585147,78.4873835,6.281069505,banana
105,58,38,29.50704598,78.20585613,5.507641778,banana
13,30,31,29.73770045,47.54885174,5.954626604,blackgram
4,2,41,33.55695561,53.72979826,4.757114897,blackgram
32,4,26,27.00315545,47.67525434,5.699586972,blackgram
33,29,14,33.56150184,45.53556603,5.977413803,blackgram
27,10,40,35.89855625,54.25964196,6.430139436,blackgram
13,13,12,34.17719782,50.62161586,6.113935087,blackgram
1,34,50,30.01592643,53.19212381,5.074272692,blackgram
26,23,40,31.74592134,45.16127859,5.667507706,blackgram
31,9,43,35.99009679,52.22780489,5.978634285,blackgram
32,4,28,31.86641378,52.19331595,5.064613314,blackgram
39,28,44,27.75518664,52.34605806,4.772385986,blackgram
28,35,12,34.72413192,51.4271781,5.161148592,blackgram
37,20,42,27.53907547,53.63549533,6.797779227,blackgram
29,27,36,27.69637763,48.5622488,6.39474303,blackgram
28,15,35,27.25373364,52.66319725,5.566704378,blackgram
8,14,14,30.33723921,48.88704844,5.755049971,blackgram
19,2,45,31.85744939,45.53106268,5.417340525,blackgram
16,39,18,35.39986338,49.45962621,6.166173834,blackgram
2,5,49,29.80747243,52.13797867,5.191265116,blackgram
3,30,28,34.16438906,54.16482251,4.954739564,blackgram
7,29,34,28.93270187,47.94053996,5.664587011,blackgram
29,30,22,27.98392787,53.33018851,5.548584852,blackgram
13,16,40,31.20478173,54.49960506,6.804437106,blackgram
10,17,32,32.13409675,50.52559148,6.097869767,blackgram
5,16,42,28.91862016,48.13974548,5.075504537,blackgram
19,21,22,31.09779147,47.41196659,4.546466109,blackgram
36,20,16,34.73823882,49.08864345,5.855119268,blackgram
35,22,46,29.98080499,49.48613279,6.442393461,blackgram
8,18,24,33.80398664,46.12866113,4.507523551,blackgram
17,2,39,30.07202564,50.96040505,6.10729559,blackgram
4,33,20,27.92063282,51.77965917,6.47544932,blackgram
37,34,18,31.40948821,49.21729127,6.832979509,blackgram
0,34,20,35.7877738,51.94190321,5.395275719,blackgram
39,33,17,33.36140093,45.02236377,6.13526938,blackgram
23,31,15,35.96054636,48.69677802,4.555688532,blackgram
27,4,17,28.33333307,51.39586505,6.434197756,blackgram
31,23,48,32.27652024,50.19368841,5.316875978,blackgram
8,37,14,31.99490489,50.84881347,5.279388967,blackgram
13,24,36,27.58258929,48.56916221,6.720041791,blackgram
32,4,39,29.38471637,45.88744691,5.72742254,blackgram
13,4,37,32.38697531,53.2328243,4.691396195,blackgram
22,40,18,30.91471455,49.92963856,6.810186079,blackgram
40,19,10,35.37775595,45.58110023,6.454045329,blackgram
2,34,32,32.32362177,52.5896771,5.842763773,blackgram
33,22,37,28.22373428,47.40519056,5.024124684,blackgram
14,23,23,27.27433181,47.16808054,6.422710539,blackgram
0,13,22,27.10710832,50.70880979,4.94295037,blackgram
32,24,34,34.89226666,48.75613373,6.414526606,blackgram
7,38,50,33.7462686,48.50387598,6.777788126,blackgram
19,20,30,27.3511056,54.43945147,6.441328044,blackgram
18,6,27,32.89300162,52.61323969,4.650536197,blackgram
27,21,26,35.38598705,51.42664176,5.254532213,blackgram
19,5,28,27.5529736,47.90859131,5.910634533,blackgram
35,12,41,32.82141065,47.45553843,4.755273631,blackgram
21,6,13,30.17294105,51.0845903,6.814630246,blackgram
0,31,17,29.26382931,54.82257868,5.342866119,blackgram
9,8,15,32.06097197,51.08494181,6.336234624,blackgram
12,30,26,28.69818144,47.71875722,4.754435025,blackgram
40,17,37,29.14305008,49.40983294,6.831706773,blackgram
10,16,33,28.3471611,53.53903102,6.967417766,blackgram
4,15,25,27.67256197,45.41692012,4.947683034,blackgram
39,29,35,28.1218093,46.16888595,5.630619901,blackgram
20,29,20,30.79375683,46.69536813,6.27339822,blackgram
40,29,40,28.89409382,54.80750249,6.472774648,blackgram
28,1,38,33.33024826,45.61143594,6.953246506,blackgram
8,8,22,27.78912455,53.96886679,5.643710216,blackgram
23,37,32,31.65333432,48.20662669,6.392313973,blackgram
24,3,25,29.75150773,46.73723302,4.981816523,blackgram
24,6,34,31.32995611,50.22287593,5.421265283,blackgram
33,0,49,35.63627319,48.97047762,6.942520105,blackgram
36,37,33,31.66524687,51.98594645,5.435840509,blackgram
11,16,27,32.26935342,53.56092806,5.870116071,blackgram
26,5,42,27.81005614,51.59445462,4.74910393,blackgram
24,8,25,34.58561471,50.34035336,5.497946899,blackgram
8,2,23,31.27180992,52.23810152,6.811291098,blackgram
9,8,30,33.93679864,52.72170281,6.460542749,blackgram
33,14,26,31.09154239,47.02058367,4.791146778,blackgram
25,33,35,31.89356292,49.02450149,6.4841522,blackgram
37,31,40,32.45465292,50.69693751,6.526654345,blackgram
11,5,17,35.47478322,47.97230503,6.279133738,blackgram
37,25,26,27.32961444,49.30347234,6.052026047,blackgram
37,36,41,30.90225239,49.95955487,5.73171945,blackgram
0,16,23,29.09382275,45.5661059,5.32307197,blackgram
24,24,48,30.02086169,46.78393776,4.66910839,blackgram
23,27,20,34.13072188,51.25786185,5.101206389,blackgram
0,23,28,33.44619894,53.05980465,5.339556562,blackgram
22,10,22,35.3915464,52.48823147,5.061081874,blackgram
11,37,30,31.53356352,53.06009323,5.821106036,blackgram
36,4,16,30.7645515,47.93791463,5.956027059,blackgram
39,1,11,30.01821337,50.0983181,5.676032581,blackgram
37,30,42,31.32863689,47.59319575,6.524114355,blackgram
18,30,18,33.88004781,54.39416048,6.273953676,blackgram
25,15,26,28.07802689,54.9640534,6.128167757,blackgram
4,36,12,35.53845018,52.94641947,4.934964765,blackgram
7,28,38,28.70595247,50.44030129,5.445008416,blackgram
23,10,48,31.48451729,48.77926304,4.525722333,blackgram
32,37,49,27.69819273,51.41593238,5.403908328,blackgram
33,29,46,30.41235793,52.48100602,6.621623545,blackgram
27,30,13,32.17752026,54.01352682,6.207495815,blackgram
1,28,41,32.6112614,47.74916499,5.418475257,blackgram
6,128,202,29.99677232,81.54156612,6.112305667,grapes
1,114,189,30.7280404,82.42614055,6.092241627,grapes
29,137,200,32.44577836,83.88504863,5.896343436,grapes
31,114,208,37.46566825,80.65968681,6.15526103,grapes
24,132,186,22.03296178,83.74372787,5.732453638,grapes
21,122,205,39.64851881,82.21079946,6.253034534,grapes
11,137,183,16.77557314,82.75241875,6.106190557,grapes
13,144,213,12.14190714,83.56812483,5.647202395,grapes
16,107,204,12.7567962,81.62497448,6.130310493,grapes
23,140,211,39.04071989,80.18393287,6.499604931,grapes
0,133,215,39.70772192,82.68593454,5.554831977,grapes
13,127,199,9.467960445,82.29335466,5.800242694,grapes
15,113,202,29.58748357,80.91934392,5.570290539,grapes
3,120,217,17.82803682,80.96093443,6.27564088,grapes
6,112,207,8.825674745,82.89753705,5.536645599,grapes
14,112,183,27.83487131,83.51444973,6.208196881,grapes
18,132,211,11.02105378,80.55557235,5.870600622,grapes
26,126,183,17.5862944,80.84806564,6.334771461,grapes
26,109,217,19.89363946,82.73366439,5.856575335,grapes
2,110,197,29.93707596,81.77713468,5.898944282,grapes
7,134,188,36.73126647,80.58931938,5.775600435,grapes
4,140,216,20.42094753,81.54185044,5.931101816,grapes
20,118,183,25.51939719,83.98351748,6.2286454,grapes
35,116,213,30.50734778,82.71775569,5.594240603,grapes
25,134,180,18.4269936,80.55625868,5.569230319,grapes
28,127,206,12.087022,83.59398734,5.93202852,grapes
3,106,218,23.60115364,82.48336987,6.423216506,grapes
14,132,193,12.80000387,81.20876367,6.417500829,grapes
12,142,211,38.06099482,82.24729637,6.234904253,grapes
23,121,206,39.06555518,82.03812973,6.000573725,grapes
13,135,185,33.78372897,81.16314317,5.685102769,grapes
24,139,196,16.76201707,82.00335557,5.662140095,grapes
4,116,205,35.89307536,82.66850729,6.358186848,grapes
25,113,196,21.01245395,81.17931863,6.119495295,grapes
32,134,201,10.89875873,80.01639435,6.207600783,grapes
36,141,217,16.36251869,83.00471609,6.48754639,grapes
17,109,182,20.28370163,81.32235739,5.81717753,grapes
5,131,208,25.11108456,83.25447587,6.325480034,grapes
3,114,195,33.4641162,83.86742974,5.562790949,grapes
16,135,185,11.7976469,80.86325389,6.487369687,grapes
8,121,184,11.36300891,80.03100049,6.116982944,grapes
16,132,210,25.23542319,80.68700527,5.695792761,grapes
20,125,215,15.99050693,81.23966573,5.734317007,grapes
5,122,209,22.4359017,80.18612085,6.329499832,grapes
4,143,191,34.76086052,81.03544763,6.167013532,grapes
31,122,190,31.11047251,83.34010951,5.653776058,grapes
2,106,195,28.57828803,80.95628959,5.840256272,grapes
2,121,200,41.18664903,81.01783402,5.539980812,grapes
3,123,203,27.02766138,83.17093908,5.833302165,grapes
36,108,203,21.19339319,82.33098331,6.399433771,grapes
19,109,216,10.38004759,83.44518113,6.138958698,grapes
4,107,209,31.3115978,82.56407013,5.972850838,grapes
3,130,215,20.46657776,80.97598029,6.456079585,grapes
26,116,200,29.36947679,81.53996362,6.336426667,grapes
17,138,219,10.72302459,80.02130636,6.425419926,grapes
22,109,214,14.97846952,80.49979873,6.294395676,grapes
24,116,202,15.3246651,81.67215994,6.477768039,grapes
5,128,208,18.73932187,81.12109244,5.931538447,grapes
20,133,209,19.3642553,83.36094029,5.980598579,grapes
28,123,218,41.20733624,81.61051026,6.389783283,grapes
4,119,208,33.34214482,82.51034633,5.693287415,grapes
2,138,213,23.81995682,80.12211649,6.00299607,grapes
36,137,188,40.66012294,81.24995984,6.372959542,grapes
15,112,196,11.82768186,80.2827185,5.510924849,grapes
2,130,191,13.28504331,83.54193816,5.69945282,grapes
30,133,216,35.83089092,83.32560104,5.778594403,grapes
39,137,183,26.18159716,81.03886263,6.315586313,grapes
26,135,207,24.57558351,80.70695797,5.971813006,grapes
9,145,199,29.67229086,83.71498986,5.891195653,grapes
38,112,209,39.37102553,81.25353895,6.129812716,grapes
5,142,214,17.66558428,82.92903419,6.313085601,grapes
40,130,205,24.06679352,82.66396666,6.053662544,grapes
32,128,208,15.31413469,80.09711412,5.804799142,grapes
29,115,195,21.77466746,80.54942557,6.400719746,grapes
10,144,208,26.91624843,80.76838926,5.953966361,grapes
9,116,201,41.65602996,82.22118237,5.609255992,grapes
40,130,182,17.98667801,81.17712085,5.777271492,grapes
36,131,195,29.12033769,82.79092939,5.682395429,grapes
27,125,183,34.38922481,83.18392806,5.863996687,grapes
2,106,182,41.36106301,82.79782954,6.444373116,grapes
25,118,194,35.12158265,82.26890793,5.550832178,grapes
1,110,203,19.6491772,80.15215777,6.107741788,grapes
40,132,197,16.27852801,82.94270065,5.620745638,grapes
30,135,188,21.11903604,80.63399198,6.349875906,grapes
2,122,189,19.2077707,82.9042841,6.484323189,grapes
23,120,183,25.96308415,82.57813624,5.838748311,grapes
25,128,207,25.67385024,81.6212135,6.29099842,grapes
23,141,188,41.94865736,81.15595212,5.638328481,grapes
30,127,207,11.18994268,80.8084305,6.415555956,grapes
27,132,190,17.5438296,82.94703302,6.323722572,grapes
40,137,219,13.05809741,80.28297993,5.757009965,grapes
11,143,208,9.724457611,83.74765639,6.158689406,grapes
16,133,183,27.92004934,82.93262435,5.733539807,grapes
40,126,211,9.535585543,80.73112694,5.908724337,grapes
13,139,191,13.42988625,80.06633966,6.361141107,grapes
17,129,214,9.851242629,80.22631717,5.96537863,grapes
11,110,220,24.97256132,82.72828653,6.476757723,grapes
25,131,204,27.23708304,82.94573346,6.224542938,grapes
12,107,181,18.70679077,83.4795292,6.209928251,grapes
29,141,215,9.949929082,82.55138983,5.841138354,grapes
88,-6,46,26.47330219,80.92254421,6.283818329,watermelon
112,10,36,25.18780042,83.44621709,6.818261383,watermelon
96,15,41,25.29954705,81.77527562,6.37620108,watermelon
120,12,65,24.74631269,88.30866319,6.581587932,watermelon
117,-7,50,26.58740671,81.32563243,6.932739726,watermelon
106,14,68,24.53442564,88.989272,6.140099215,watermelon
104,-5,41,26.0713757,88.7285657,6.467095849,watermelon
95,12,34,25.96534238,89.77076659,6.849471704,watermelon
82,29,49,26.22338015,85.34866045,6.512196212,watermelon
95,16,32,24.41311871,89.81574032,6.039584629,watermelon
120,25,52,26.49195283,80.04678201,6.057697106,watermelon
100,3,63,24.04355803,84.18406764,6.423898762,watermelon
117,6,47,25.5421695,83.31883376,6.936997681,watermelon
92,20,68,26.74550678,83.9195902,6.251286661,watermelon
107,4,35,25.7131428,80.22972777,6.190015912,watermelon
119,-4,37,25.76484262,84.1726996,6.681606702,watermelon
89,23,35,26.79489868,89.64815231,6.51075991,watermelon
101,-7,41,24.9004602,89.73524177,6.770278088,watermelon
97,8,65,26.80750629,88.22874955,6.429788073,watermelon
83,23,45,25.11189154,80.02621335,6.209888345,watermelon
113,12,30,26.2148837,87.6883982,6.419052193,watermelon
110,7,66,24.9103226,86.97190046,6.237861736,watermelon
118,10,62,25.79448878,84.26830701,6.762471629,watermelon
120,3,41,25.26931156,87.55055105,6.612847999,watermelon
85,18,49,25.76402693,87.5931128,6.704688865,watermelon
98,5,54,25.85483596,89.13163965,6.049609892,watermelon
105,1,56,24.33528185,81.44030363,6.762030215,watermelon
86,-7,40,25.37601283,80.99313508,6.65398725,watermelon
90,0,70,24.86094646,85.05318563,6.738030547,watermelon
109,18,42,24.71885473,88.94568335,6.095689937,watermelon
120,21,63,24.21495706,84.20576992,6.538006356,watermelon
100,15,56,25.81692236,82.043255,6.377427122,watermelon
119,-10,50,24.47018505,84.16390229,6.417011754,watermelon
90,12,51,24.13078816,84.84494575,6.649086972,watermelon
87,16,43,26.1793464,86.52258079,6.25933595,watermelon
86,24,35,26.17668721,86.7295205,6.121168559,watermelon
84,17,45,26.03867719,84.6378378,6.031424482,watermelon
110,13,40,26.53259325,82.39053979,6.835268184,watermelon
98,23,54,26.81938687,87.8274604,6.551750306,watermelon
105,2,58,25.50405534,81.40297428,6.940236218,watermelon
117,15,31,26.20234499,80.38266489,6.87606733,watermelon
103,7,53,25.13735887,89.28272716,6.457216535,watermelon
95,27,31,25.92030221,83.47202566,6.921847888,watermelon
86,21,46,26.6634609,89.98405233,6.881425746,watermelon
82,16,48,24.06731461,81.64075303,6.915717008,watermelon
90,8,57,24.6774157,82.75411437,6.206247494,watermelon
112,18,51,26.11440416,87.64081095,6.29542477,watermelon
98,29,44,26.81530456,87.65694462,6.399669044,watermelon
119,17,68,25.15623099,80.27525115,6.862157042,watermelon
83,3,46,25.2801372,83.15393658,6.224066378,watermelon
114,1,46,26.22005978,80.90127035,6.093814669,watermelon
116,29,33,24.92093261,80.61750795,6.291540278,watermelon
95,-2,62,26.21667586,81.01009354,6.32281728,watermelon
82,-10,58,26.81383586,87.21986949,6.873283991,watermelon
120,5,56,24.31334971,87.47409052,6.074209622,watermelon
92,4,61,24.29105004,88.04541346,6.49889585,watermelon
84,-1,60,24.42998931,86.33904774,6.678805092,watermelon
98,-9,52,25.66576039,88.6984228,6.114128685,watermelon
104,2,65,25.07803672,83.46230461,6.405054243,watermelon
81,30,63,24.88910524,85.87059083,6.110142735,watermelon
104,24,63,25.42900869,82.91481799,6.828982708,watermelon
96,4,44,24.37118217,87.1269128,6.451499764,watermelon
92,14,30,26.4930645,88.59143088,6.313512999,watermelon
101,6,45,25.83202912,89.00481725,6.755192025,watermelon
82,0,46,24.41592661,89.39655519,6.623167177,watermelon
90,26,66,24.37190239,81.2514818,6.12532356,watermelon
117,1,44,24.24782473,83.03687902,6.653867608,watermelon
120,17,51,24.64458469,85.49938185,6.343942518,watermelon
111,26,32,24.89681131,86.10782926,6.217300786,watermelon
89,16,42,25.41864024,81.12122989,6.286387658,watermelon
87,6,68,26.26028739,86.14585891,6.7698938,watermelon
104,18,59,24.90123934,87.20772913,6.744966312,watermelon
104,23,49,24.84740848,89.20454622,6.391858432,watermelon
94,15,49,26.98212846,86.70068316,6.770434148,watermelon
84,-3,62,26.90435747,86.25426228,6.727468157,watermelon
104,27,58,25.86475496,86.67468041,6.662244646,watermelon
109,17,33,26.70607759,81.14149505,6.944640222,watermelon
88,-6,36,26.44019475,80.91934337,6.507110986,watermelon
94,-5,45,26.283443,84.42478917,6.520663422,watermelon
92,16,70,26.84366082,83.85039964,6.106500787,watermelon
101,5,56,26.03967219,83.9862443,6.277484043,watermelon
111,1,70,24.92994759,85.00802358,6.195142279,watermelon
108,5,48,25.50736962,84.24340241,6.792035575,watermelon
109,27,53,25.4438391,87.9392312,6.472756256,watermelon
119,-2,50,26.12588914,86.5507939,6.000975617,watermelon
107,23,54,25.10474753,87.5267616,6.587791262,watermelon
84,26,30,26.27520631,86.63249555,6.956508826,watermelon
118,12,55,26.27061608,83.09194521,6.259086583,watermelon
93,-1,63,26.73690828,87.82430156,6.747537642,watermelon
93,13,33,25.04746944,85.5667282,6.932537231,watermelon
117,16,37,24.69368934,85.56967628,6.353107393,watermelon
117,3,68,24.54356968,84.60808277,6.211748957,watermelon
116,11,54,25.89762315,81.96664832,6.277245254,watermelon
81,8,64,26.6333118,84.31756844,6.560443519,watermelon
93,2,70,25.35794749,80.45846265,6.903020221,watermelon
81,2,50,25.28784623,89.63667876,6.765094964,watermelon
120,26,68,26.63838589,84.69546874,6.189213927,watermelon
120,29,54,25.3310446,84.30533791,6.904241707,watermelon
101,7,57,26.89750174,83.89241484,6.463271076,watermelon
81,15,47,26.98603693,89.4138489,6.260838965,watermelon
115,-6,45,27.57826922,94.11878202,6.776533055,muskmelon
86,4,66,27.82054812,93.03555162,6.528404378,muskmelon
115,-8,35,29.09910406,94.22237826,6.750145572,muskmelon
89,-5,34,28.04943594,90.83130708,6.562832807,muskmelon
116,-5,49,29.91690582,94.55695552,6.117530021,muskmelon
80,11,34,29.86895762,93.25103208,6.076459669,muskmelon
107,-9,43,29.17220859,92.21405224,6.293486295,muskmelon
106,-9,44,29.24908541,90.06998135,6.069171847,muskmelon
100,2,64,27.76317235,90.35567642,6.740983646,muskmelon
115,21,63,28.82629037,94.26765349,6.201797639,muskmelon
85,-6,55,28.52379742,92.09688432,6.041027474,muskmelon
115,20,51,29.06785065,90.97685539,6.019372459,muskmelon
114,21,67,29.08417927,90.73891887,6.704104127,muskmelon
92,-1,40,28.47090661,94.79453182,6.494251024,muskmelon
98,18,41,28.27973674,90.38971208,6.224535449,muskmelon
82,-5,44,28.47212559,91.21322065,6.160414414,muskmelon
115,2,36,29.68846716,94.30111601,6.168757984,muskmelon
108,30,30,27.02415146,91.66737633,6.085444691,muskmelon
108,3,57,29.09588297,94.16748386,6.159050816,muskmelon
115,26,33,29.69238699,92.58862544,6.606033244,muskmelon
114,16,35,28.20619412,92.86798698,6.447662945,muskmelon
102,13,69,29.05248036,93.92217834,6.105909623,muskmelon
88,3,70,29.57240298,93.61870344,6.559763394,muskmelon
85,27,61,29.10968327,92.43510994,6.14410903,muskmelon
102,6,56,28.20480805,92.91440379,6.099662369,muskmelon
82,-3,70,29.11858526,92.12543021,6.413927319,muskmelon
111,3,36,29.62800691,90.10051615,6.075144116,muskmelon
95,-3,42,29.81196601,90.36881284,6.123802502,muskmelon
88,-3,38,27.72338349,90.93897939,6.698468621,muskmelon
112,29,59,29.26092798,92.92367701,6.088885814,muskmelon
111,-4,60,29.72791119,94.29753295,6.367800632,muskmelon
97,10,44,28.91105641,90.78413842,6.425930938,muskmelon
94,5,39,28.96361426,93.88482153,6.469983276,muskmelon
96,13,57,28.59052369,91.33617236,6.094016338,muskmelon
100,-3,36,27.33897716,90.69759008,6.150090899,muskmelon
88,22,39,29.90415889,90.75284363,6.646962425,muskmelon
113,-2,41,27.42711692,90.02696201,6.379690748,muskmelon
81,-6,41,29.55657523,90.70937262,6.732834334,muskmelon
109,0,34,29.84070774,93.76312893,6.126019932,muskmelon
114,24,43,28.53545677,91.72742702,6.161123579,muskmelon
109,-4,69,27.11535046,94.86907886,6.442810053,muskmelon
88,29,36,27.84492803,91.60666594,6.732049075,muskmelon
119,-1,34,29.03157242,91.82172592,6.243673725,muskmelon
103,24,54,27.82424457,90.56698742,6.266208727,muskmelon
101,3,34,27.72653142,92.00687531,6.350623739,muskmelon
86,8,33,28.69708334,94.30759855,6.002927293,muskmelon
119,-6,44,29.73019662,90.97015715,6.342573112,muskmelon
85,-2,44,29.54097171,92.91778307,6.163921248,muskmelon
118,-7,34,28.80311922,91.78336933,6.121745389,muskmelon
96,30,46,27.29035669,90.53330091,6.130160473,muskmelon
86,-6,60,27.46583649,94.87679041,6.440584681,muskmelon
